row,is,becomes
596,5585,4.670175439
597,5586,9.320987654
598,5587,5.313333333
599,5588,3.277777778
600,5589,3.752
601,5590,7.5
602,5591,5.268656716
603,5592,4.076923077
604,5593,4.514851485
605,5594,3.54
606,5595,2.591603053
607,5596,4.205128205
608,5597,3.269565217
609,5598,3.834437086
610,5599,4.654320988
611,5600,2.8671875
612,5601,4.142857143
613,5602,3.026666667
614,5603,2.596899225
615,5604,5.140776699
616,5605,3.96124031
617,5606,19.76556777
618,5607,4.387543253
619,5608,4.163461538
620,5609,3.479591837
621,5610,7.155844156
622,5611,7.185185185
623,5612,6.607142857
624,5613,5.597014925
625,5614,4.333333333
626,5615,3.431372549
627,5616,4.203703704
628,5617,2.876404494
629,5618,3.162162162
630,5619,3.38028169
631,5620,5.35483871
632,5621,6.098039216
633,5622,8.035460993
634,5623,4.565217391
635,5624,5.333333333
636,5625,3.327272727
637,5626,7.590909091
638,5627,3.310756972
639,5628,4.663043478
640,5629,5.054945055
641,5630,19.33333333
642,5631,7.124352332
643,5632,9.727272727
644,5633,18.15469613
645,5634,10.40625
646,5635,5.404255319
647,5636,2.9375
648,5637,5.376237624
649,5638,3.11971831
650,5639,3.074829932
651,5640,4.442857143
652,5641,3.495689655
653,5642,4.077922078
654,5643,5.955645161
655,5644,7.687022901
656,5645,4.824324324
657,5646,2.379310345
658,5647,3.25862069
659,5648,4.404761905
660,5649,4.090909091
661,5650,3.888888889
662,5651,4.296
663,5652,4.97826087
664,5653,4.208955224
665,5654,5.475
666,5655,5.175257732
667,5656,4.142857143
668,5657,3.5
669,5658,0
670,5659,2.080645161
671,5660,4.944444444
672,5661,7.026315789
673,5662,6.403508772
674,5663,6.621052632
675,5664,3.272340426
676,5665,7.458823529
677,5666,3.706422018
678,5667,3.75
679,5668,2.461538462
680,5669,2.673684211
681,5670,3.257352941
682,5671,10.25
683,5672,15.85714286
684,5673,0
685,5674,0
686,5675,0
687,5676,10
688,5677,1.7
689,5678,5.833333333
690,5679,4.428571429
691,5680,4.222222222
692,5681,2.635135135
693,5682,8.049844237
694,5683,4.358024691
695,5684,3.458874459
696,5685,3.030567686
697,5686,4.25
698,5687,3.85
699,5688,6.833333333
700,5689,3.020833333
701,5690,9.333333333
702,5691,3.788461538
703,5692,5.536912752
704,5693,4.294117647
705,5694,1.744680851
706,5695,2.37254902
707,5696,2.971428571
708,5697,1.415384615
709,5698,0
710,5699,20.5
711,5700,13
712,5701,5.291666667
713,5702,32.7
714,5703,1.874439462
715,5704,2.308917197
716,5705,5.984
717,5706,9.683060109
718,5707,5.206896552
719,5708,7.071005917
720,5709,2.251231527
721,5710,0.782202112
722,5711,18.01966336
723,5712,5.356302521
724,5713,1.84
725,5714,1.751295337
726,5715,0.784841076
727,5716,1.419161677
728,5717,1.7734375
729,5718,1.890625
730,5719,1.697580645
731,5720,2.041237113
732,5721,3.082191781
733,5722,1.915789474
734,5723,0.75
735,5724,2.157142857
736,5725,3.117886179
737,5726,1.489082969
738,5727,1.118466899
739,5728,1.162464986
740,5729,2.116071429
741,5730,1.162790698
742,5731,1.915929204
743,5732,1.243589744
744,5733,1.225609756
745,5734,3.050691244
746,5735,1.760869565
747,5736,1.080924855
748,5737,1.755102041
749,5738,2.164835165
750,5739,1.274336283
751,5740,1.605726872
752,5741,2.842332613
753,5742,1.17699115
754,5743,1.91152815
755,5744,1.945054945
756,5745,0.843478261
757,5746,1.55
758,5747,2.124444444
759,5748,2.483870968
760,5749,3.113636364
761,5750,1.983333333
762,5751,3.73255814
763,5752,4.128834356
764,5753,0.828375286
765,5754,2.588888889
766,5755,2.48630137
767,5756,2.446927374
768,5757,2.121546961
769,5758,1.702564103
770,5759,2.053254438
771,5760,1.789855072
772,5761,2.68
773,5762,1.846153846
774,5763,2.845605701
775,5764,2.954545455
776,5765,2.417840376
777,5766,6.8
778,5767,17.20512821
779,5768,4.120689655
780,5769,4.566225166
781,5770,5.131147541
782,5771,2.987341772
783,5772,2.31884058
784,5773,2.155844156
785,5774,2.915789474
786,5775,3.3125
787,5776,2.755617978
788,5777,2.8046875
789,5778,2.522613065
790,5779,2.969230769
791,5780,3.076923077
792,5781,2.212121212
793,5782,4.223300971
794,5783,2.7421875
795,5784,1.503401361
796,5785,2.899159664
797,5786,2.263157895
798,5787,2.2
799,5788,2.620437956
800,5789,5.2
801,5790,4.108695652
802,5791,3.341346154
803,5792,2.693181818
804,5793,1.699453552
805,5794,1.762962963
806,5795,2.295454545
807,5796,2.025316456
808,5797,3.210526316
809,5798,3.828571429
810,5799,3.445205479
811,5800,6.198473282
812,5801,3.614107884
813,5802,3.777777778
814,5803,3.735576923
815,5804,4.262357414
816,5805,3.064814815
817,5806,1.799342105
818,5807,1.85770751
819,5808,10.075
820,5809,1.575757576
821,5810,1.388601036
822,5811,1.737804878
823,5812,2.585227273
824,5813,2.447368421
825,5814,2.533333333
826,5815,1.552631579
827,5816,1.405263158
828,5817,2.975409836
829,5818,2.514195584
830,5819,1.920502092
831,5820,1.807228916
832,5821,0.199438202
833,5822,1.783783784
834,5823,1.570469799
835,5824,1.182539683
836,5825,4.365461847
837,5826,2.214285714
838,5827,2.360946746
839,5828,4.222222222
840,5829,4.722222222
841,5830,2.675213675
842,5831,5.891666667
843,5832,5.029850746
844,5833,7.189655172
845,5834,4.31372549
846,5835,6.984615385
847,5836,5.494047619
848,5837,2.625
849,5838,3.471153846
850,5839,3.058823529
851,5840,3.949197861
852,5841,3.635761589
853,5842,2.211111111
854,5843,4.377521614
855,5844,2.516908213
856,5845,3.885714286
857,5846,2.909090909
858,5847,2.333333333
859,5848,2.547619048
860,5849,3.84375
861,5850,3.933333333
862,5851,2.038461538
863,5852,5.147058824
864,5853,5.306748466
865,5854,13.38181818
866,5855,11.08058608
867,5856,7.449438202
868,5917,165
869,5918,5.553191489
870,5919,3.393162393
871,5920,2.065217391
872,5921,2.5
873,5922,3.846153846
874,5923,6.375
875,5924,4.022727273
876,5925,2.948717949
877,5926,3.4
878,5927,1.898734177
879,5928,3.108433735
880,5929,1.038461538
881,5930,1.969387755
882,5931,1.654545455
883,5932,4.53125
884,5933,3.285714286
885,5934,6.34375
886,5935,19.21917808
887,5936,3.724137931
888,5937,6.105263158
889,5938,2.857142857
890,5939,1.65625
891,5940,4.307692308
892,5941,13
893,5942,5.826086957
894,5943,7.044444444
895,5944,1.815789474
896,5945,1.525
897,5946,3.558139535
898,5947,1.209580838
899,5948,8.5
900,5949,3.512195122
901,5950,2.813333333
902,5951,10.12727273
903,5952,3.721311475
904,5953,2.320610687
905,5954,10.97142857
906,5955,4.4375
907,5956,4
908,5957,3.708333333
909,5958,4.098591549
910,5959,1.871428571
911,5960,4.842857143
912,5961,4.142857143
913,5962,4.6875
914,5963,4
915,5964,3.470319635
916,5965,2.666666667
917,5966,2.447916667
918,5967,8.9
919,5968,8.150537634
920,5969,8.633333333
921,5970,16.65217391
922,5971,16.86343612
923,5972,5.25
924,5973,4.535714286
925,5974,2.661538462
926,5975,3.363636364
927,5976,6.225
928,5977,5.960784314
929,5978,5.170731707
930,5979,2.841269841
931,5980,2.438596491
932,5981,6
933,5982,3.861386139
934,5983,3.125
935,5984,2.230769231
936,5985,3.263157895
937,5986,8.214285714
938,5987,7.875
939,5988,3.146067416
940,5989,0.373684211
941,5990,8.269230769
942,5991,4.4
943,5992,14.67307692
944,5993,18.39393939
945,5994,9.930232558
946,5995,4.6
947,5996,4.877118644
948,5997,5.157534247
949,5998,4.630136986
950,5999,5.283333333
951,6000,2.780487805
952,6001,3.461538462
953,6002,3.242718447
954,6003,3.342105263
955,6004,3.566666667
956,6005,3.923076923
957,6006,6.968253968
958,6007,3.698113208
959,6008,3.227848101
960,6009,4.653846154
961,6010,2.510416667
962,6011,4.240740741
963,6012,5.141176471
964,6013,3.364864865
965,6014,4.346153846
966,6015,2.909677419
967,6016,7.735099338
968,6017,2.546153846
969,6018,3.851351351
970,6019,3.247787611
971,6020,2.888888889
972,6021,5.818181818
973,6022,4.385542169
974,6023,4.865168539
975,6024,4.369565217
976,6025,3.322580645
977,6026,3.571428571
978,6027,5.569444444
979,6028,3.612903226
980,6029,6.428571429
981,6030,3.1
982,6031,3.980769231
983,6032,4.052631579
984,6033,4.716216216
985,6034,5.23566879
986,10115,2.799516908
987,10116,2.797342193
988,10117,5.255765199
989,10118,3.394004283
990,10119,2.993138937
991,10120,4.375586854
992,10121,3.374418605
993,10122,9.318918919
994,10123,3.291169451
995,10124,3.01814059
996,10125,2.85767098
997,10126,2.068466731
998,15520,10.90909091
999,15523,3.043478261
1000,20001,8.163661581
1001,20002,10.62162162
1002,20004,28.46666667
1003,20006,10.66896552
1004,20007,21.74074074
1005,20008,6.601694915
1006,20009,12.30331754
1007,20010,7.723076923
1008,20011,15.5
1009,20030,12.4
1010,20032,9.902777778
1011,20035,9.762331839
1012,20044,7.666666667
